Iniciativa,Tipo,Descrição,Estagio,Âmbito,Periodicidade,Estado,Município,Links Relacionados,latitude,longitude,Categoria
Experiência Menu Degustação Na Fábrica,Roteiro Gastronômico;,"Desfrute desta experiência gastronômica fabulosa, com visita à fábrica da Artesanal Sabores e degustação de deliciosos doces e produtos tipicamente mineiros.  A EXPERIÊNCIA: - Saboreie um dos melhores doces de leite artesanais de Minas. - Descubra sabores, cheiros e o afeto das quitandas mineiras. - Conheça a história da criação e a fábrica da Artesanal Sabores.                      - Duração de 2 horas  Vamos recebê-lo para essa deliciosa experiência gastronômica na sede da Artesanal Sabores: um pedacinho de Minas Gerais onde mantemos nossas tradições na fabricação de doces artesanais e onde você poderá degustar o verdadeiro gostinho das principais quitandas e iguarias mineiras. Resgatando sabores que remetem à lembranças de afeto, ofereceremos produtos preparados com muito amor, sempre pensando na sua saúde e bem estar. Dentre as principais guloseimas que fazem parte do menu da experiência você encontrará: o nosso doce de leite tradicional, o famoso doce de leite com café, a paçoca de pilão, a broa de pamonha saindo quentinha direto do forno, além de pão de queijo, café puro coado na hora e queijo fresco mineiro. Ah e não vá embora sem provar o café adoçado com doce de leite decorado com paçoca de pilão da casa! Tudo isso será servido com muito carinho em um quintal diferenciado, com gramado aconchegante, árvores frutíferas e o cantar dos pássaros compondo um ambiente especial para você apreciar com tranquilidade o menu degustação e conhecer um pouco da história de superação do casal de empresários que coloca muito cuidado em tudo que faz! Ao final da experiência, além de visitar alguns espaços da fábrica, você levará para casa um kit com dois doces sortidos, para esticar um pouco mais esse delicioso momento da Artesanal Sabores.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Brumadinho,https://www.circuitoveredasdoparaopeba.org.br/menu-degustacao-na-fabrica;https://www.facebook.com/circuitoveredas;,-20.151,-44.2007,C
Experiência Café Colonial Mineiro,Roteiro Gastronômico;,"Venha se deliciar com uma mesa farta em um autêntico café da manhã mineiro no Hotel Fazenda Igarapés. Desfrute da tradição de tomar um delicioso café em uma fazenda charmosa e aconchegante, rodeado pela natureza.  A EXPERIÊNCIA: ?Vivencie a tradicional gastronomia mineira. ?Delicie-se com um café da manhã completo na fazenda. ?Duração de 2 horas.  Viva a experiência gastronômica de tomar um café tradicionalmente mineiro com mesa farta e variada, explorando o melhor da culinária de Minas Gerais. Com o objetivo de mostrar e valorizar os produtos artesanais feitos do estado, oferecemos um buffet completo de café da manhã composto por: frutase famosos sucos naturais, como nosso tradicional e exclusivo suco de macaúba, produzido da polpa desse fruto especial do cerrado. Quando o assunto é quitandas mineiras, nossa lista é vasta: o biscoito de polvilho, o bolinho da vovó, o bolinho de chuva, o biscoito de queijo, as rosquinhas, os pães de queijo, delícias de milho verde, broas de fubá com coalhada, mingau de aveia, mingau de milho verde, fubá suado, milho verde cozido, rosquinhas de nata, queijos e outras delícias tipicamente mineiras, produzidas de forma caseira em nossa fazenda. Tudo isso à beira de um charmoso fogão a lenha, cercado pelo verde e a majestosa natureza do lugar.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Brumadinho,https://www.circuitoveredasdoparaopeba.org.br/cafe-colonial-mineiro;https://www.facebook.com/circuitoveredas;,-20.151,-44.2007,C
Experiência Agroecologia Pedagógica,Roteiro Gastronômico;,"A EXPERIÊNCIA: ?Amplie a percepção sobre o campo e a vida na natureza com pedagogia experiencial. ?Conheça o Projeto Pastorinhas e as práticas agroecológicas. ?Alimente-se com produtos frescos e saborosos. ?8 horas.  Direto da terra e da roça mineira. De uma mão à outra, de uma família à outra, do campo para o prato. Seja na alta variedade de frutas frescas, legumes e hortaliças naturais, tudo é feito com carinho, amor e afeto.A vivência de um dia no Projeto Pastorinhas tem início com a recepção acolhedora dos anfitriões locais e um saboroso café da manhã preparado com produtos do quintal. E que quintal especial, são 142 hectares de mata -atlântica e transição para o cerrado -e 10 hectares produtivos, onde a natureza inspira e ensina. Para completar as boas-vindas faremos uma roda de conversa e apresentação da história do Projeto, das práticas agroecológicas desenvolvidas no assentamento, entre outras informações importantes para uma experiência segura e inspiradora.Em seguida, o grupo será conduzido em uma caminhada de aproximadamente 1km pela mata na Trilha Livro Vivo, com referências e frases do poeta Manoel de Barros, mediada por um morador anfitrião. Por volta das 11h30 está prevista uma parada para almoço com uma deliciosa comida mineira e sucos naturais.No período da tarde vamos percorrer cerca de 2 km em vivências práticas de sensibilização sobre o manejo da terra, que envolve visita às hortas, aos sistemas agroflorestais e ao biodigestor. A atividade será conduzida pelos anfitriões, com a possibilidade de os professores desenvolverem práticas orientadas de acordo com o conteúdo acadêmico que está sendo trabalhado com os alunos. Para encerrar com um momento de reflexão e celebração dessa rica experiência na natureza, às 15h30 será servido o café da tarde, com quitandas mineiras e sucos naturais.",Desenvolvimento (iniciativa com menos de 2 anos),Municipal / Local,Permanente,MG,Brumadinho,https://www.circuitoveredasdoparaopeba.org.br/agroecologia-pedagogica;https://www.facebook.com/circuitoveredas;,-20.151,-44.2007,C
Roteiro Cozinha E Quintais Das Mestras,Roteiro Gastronômico;,"A gastronomia é uma arte e tem o poder de socializar e transformar. A região do Circuito Turístico Veredas do Paraopeba possui uma gastronomia diversificada, com belos festivais.  Você terá a oportunidade de descobrir o prazer de uma experiência gastronômica repleta de histórias, sobre as raízes da tradicional comida mineira. Com a companhia de adoráveis mestras da culinária, protagonistas do prestigiado Festival de Culinária ""Igarapé Bem Temperado"" e do ""Festival Igarapé Sabor"".  Elas possuem o poder de encantar, recitam os teus sentimentos através dos aromas, tocam a alma através do sabor, despertam a paixão através do paladar, fazem dos teus pratos uma confissão pública de amor...  Um roteiro gastronômico com degustação a beira do fogão a lenha, feito para você vivenciar a magia da cozinha caipira mineira e conhecer personagens vivas dessa cultura imemorial.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Brumadinho,https://www.circuitoveredasdoparaopeba.org.br/gastronomia;https://www.facebook.com/circuitoveredas;,-20.151,-44.2007,C
Roteiro Rota Da Cachaça,Roteiro Gastronômico;,"Viva nossa história, conheça nossa natureza, permita-se novos olhares, vivencie esta experiência!!!  Tradição, qualidade e um dedo de prosa são os principais atrativos deste roteiro. Mais do que conhecer as etapas de produção e envelhecimento da cachaça artesanal, o viajante pode experimentar os sabores e prazeres proporcionados pelo modo de vida privilegiado à encosta da Serra, com beleza cênica peculiar. Tudo isso logo ali, em Brumadinho e Moeda. Venha descobrir os cinco sentidos da cachaça! Há mais encantos entre o Rio Paraopeba e a encosta da Serra da Moeda que você jamais imaginou.  Rota da Cachaça Veredas do Paraopeba são roteiros turísticos desenvolvidos e criados a partir de pesquisas e muita dedicação nas histórias, causos e contos. Tendo a cachaça como indutor, os passeios foram criados agregando o que há de mais mineiro e vivencial, em contato direto com a comunidade.",Consolidada (geralmente com mais de 2 anos),Municipal / Local,Permanente,MG,Brumadinho,https://circuitoveredasdoparaopeba.org.br/rota-da-cachaca;https://www.facebook.com/circuitoveredas;,-20.151,-44.2007,C
15º Festival Gastronômico De Taquaruçu,Evento / Festival;,"O Festival Gastronômico de Taquaruçu foi realizado pela primeira vez em 2005 para integrar a programação de férias do mês de julho, intitulada Palmas Verão promovida pela Prefeitura de Palmas. O evento trouxe não só a população do distrito, mas a toda Palmas, a possibilidade de degustar pratos produzidos por chefs locais a um baixo custo. A edição durou dois dias, sendo realizada na Praça Joaquim Maracaípe e representou o início de uma ação que se consolidaria em um dos mais poderosos atrativos turísticos do distrito de Taquaruçu. Nos seus quinze anos de história, o festival é um importante impulsionador na construção da identidade culinária de Palmas. Se renovando a cada ano, o evento continua oferecendo iguarias de alta qualidade e incentivando a utilização de ingredientes regionais, impulsionou o mercado gastronômico local com o cumulativo de um milhão em prêmios para auxiliar os vencedores na manutenção e expansão do próprio negócio, impulsionou também o turismo gastronômico, movimentando mais de seis milhões de reais em apenas uma das edições.  A crise pandêmica chegou ao Brasil em 2020 e, por isso, o festival decidiu se reinventar para continuar apoiando o cenário gastronômico. Os shows foram dispensados e o foco se concentrou apenas na valorização da gastronomia local, passando a ser realizado em formato semi-digital. A “Rota Gastronômica” também ganhou enfoque por funcionar de acordo com as normas sanitárias e ser a única oportunidade de o público experimentar os pratos, fomentando assim o comércio do distrito de Taquaruçu.  Servindo de referência aos outros municípios, o festival gastronômico se consolidou como um dos principais eventos turísticos gastronômicos do Tocantins. Os competidores se preparam durante todo o ano, investindo tempo e recursos a fim de apresentarem pratos únicos para além de ganharem a premiação, conseguirem a atenção do público ao seu negócio, que por sua vez se encontra ávido para experimentar as inúmeras opções.  Sua capacidade de adequação aliada ao potencial comercial se traduz na resposta ideal para a promoção de eventos, pois movimenta o mercado desde a produção dos insumos a venda do prato como também na circulação da moeda com transporte e hospedagem de turistas.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,TO,Palmas,https://www.palmas.to.gov.br/portal/orgaos/agencia-de-turismo/51/;,-10.24,-48.3558,A
Mostra De Comuda Regional,Projeto Social;,"Desenvolver a culinária local, para desenvolver o turismo local e no estado do Amazonas.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,AM,Manaus,www.fecani.com.br;,-3.11866,-60.0212,A
Bananeiras Fest Culturas Do Brejo,Evento / Festival;Produto Turístico de Gastronomia;,"Festival Multicultural com diversas atividades culturais de formação, entretenimento e experiencia, tendo na sua programação a feira de cultura como um dos principais momentos do evento. Nele ocorrem apresentações culturais durante a comercialização de produtos artesanais e da gastronomia local com a população local e turistas que visitam a cidade. A feira é realizada a céu aberto em estandes armados na praça Epitácio Pessoa onde as pessoas circulam consumindo os produtos e gerando emprego e renda.  Um evento realizado em parceria com artesão, empreendedores, cooperativas e outros agentes culturais da gastronomia promovendo um turismo de experiencias com a diversidade da cultura regional no Município de Bananeiras.",Desenvolvimento (iniciativa com menos de 2 anos),Estadual,Anual,PB,Bananeiras,https://ajac-ajac.blogspot.com/2010/10/programacao-do-bananeiras-fest-culturas.html;,-6.74775,-35.6246,D
Rota Gourmet Das Terasa Lttas Da Mantiqueira,Roteiro Gastronômico;,"Roteiro selecionado no projeto Experiências do Brasil Rural e que oferece uma experiência única aos clientes e degustação dos melhores produtos da nossa região em um roteiro fantástico, feito com veículos 4x4 pela Ajur Táxi e turismo na cidade de Aiuruoca-MG.",Desenvolvimento (iniciativa com menos de 2 anos),Federal / Nacional,Outra,MG,Aiuruoca,https://agenciadeturismoaiuruoca.com.br/rota-gourmet-da-mantiqueira/;,-21.9736,-44.6042,D
Festival Gastronômico Do Alto Vale,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"O Festival Gastronômico do Alto Vale proporciona ao público a oportunidade de conhecer e saborear pratos especiais, que caracterizam a culinária regional. Este festival acontece dentro dos estabelecimentos participantes nos 28 municípios que compõem a Amavi, desta forma criando um roteiro gastronômico regional enfatizando a gastronomia local e regional.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Agrolândia,https://www.facebook.com/festivalgastronomicoaltovale;https://www.instagram.com/festival_gastronomico_altovale/;,-27.4087,-49.822,D
Festival Gastronômico Do Alto Vale,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"O Festival Gastronômico do Alto Vale proporciona ao público a oportunidade de conhecer e saborear pratos especiais, que caracterizam a culinária regional. Este festival acontece dentro dos estabelecimentos participantes nos 28 municípios que compõem a Amavi, desta forma criando um roteiro gastronômico regional enfatizando a gastronomia local e regional.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Agronômica,https://www.facebook.com/festivalgastronomicoaltovale;https://www.instagram.com/festival_gastronomico_altovale/;,-27.2662,-49.708,E
Festival Gastronômico Do Alto Vale,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"O Festival Gastronômico do Alto Vale proporciona ao público a oportunidade de conhecer e saborear pratos especiais, que caracterizam a culinária regional. Este festival acontece dentro dos estabelecimentos participantes nos 28 municípios que compõem a Amavi, desta forma criando um roteiro gastronômico regional enfatizando a gastronomia local e regional.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Atalanta,https://www.facebook.com/festivalgastronomicoaltovale;https://www.instagram.com/festival_gastronomico_altovale/;,-27.4219,-49.7789,E
Festival Gastronômico Do Alto Vale,Projeto Promocional;Roteiro Gastronômico;Produto Turístico de Gastronomia;,"O Festival Gastronômico do Alto Vale proporciona ao público a oportunidade de conhecer e saborear pratos especiais, que caracterizam a culinária regional. Este festival acontece dentro dos estabelecimentos participantes nos 28 municípios que compõem a Amavi, desta forma criando um roteiro gastronômico regional enfatizando a gastronomia local e regional.",Consolidada (geralmente com mais de 2 anos),Estadual,Anual,SC,Aurora,https://www.facebook.com/festivalgastronomicoaltovale;https://www.instagram.com/festival_gastronomico_altovale/;,-27.3098,-49.6295,D
